,WaveletVariance,WaveletSkew,WaveletCurtosis,ImageEntropy,MODEL_BIAS,TrainingError,TestError,C
0,-0.9429262308380788,-0.6514918084507615,-0.7337219058738207,-0.04102189824741215,2.3802439474160346,0.022935779816513735,0.02400000000000002,0.1145475372279496
1,-1.563937427978694,-1.0140526296902597,-1.1806511656532543,-0.15651812572817211,3.860899549718336,0.03096330275229353,0.03400000000000003,0.572737686139748
2,-2.0425368871830742,-1.2806934077134682,-1.5135144632694633,-0.24906117365019056,4.973633853013897,0.03325688073394495,0.03600000000000003,0.8018327605956472
